Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
ECOLAN SC,"C. 6 155, Granjas San Antonio, Iztapalapa, 09070 Ciudad de México, CDMX, México",+52 55 7155 7440,19.3637108,-99.1062568,ecolan.com.mx,NULL,3 reseñas,"3,7",Servicio de recogida de basura
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Interzoo Distribuciones,"Industria Textil 28, Industrial Tlatilco 1, 53489 Naucalpan de Juárez, Méx., México",+52 55 2166 8390,19.4710027,-99.2435996,NULL,NULL,14 reseñas,"4,1",Tienda de productos para mascotas
LM Multiservicios S.A. de C.V.,"Manuel Pastrana 2, Cd. Satélite, 53100 Naucalpan de Juárez, Méx., México",+52 55 5393 7172,19.5082296,-99.2483509,NULL,NULL,4 reseñas,"4,8",Empresa constructora
Infantiles Los Pingos,"Bahia del Espiritu santo 133, Verónica Anzúres, Miguel Hidalgo, 11300 Ciudad de México, CDMX, México",NULL,19.436879,-99.1731952,NULL,NULL,,,Cerrado permanentemente
Materiales Bea,"Av Lázaro Cárdenas 108, Sta Maria, 38090 Celaya, Gto., México",+52 461 616 7412,NULL,NULL,NULL,NULL,15 reseñas,"4,5",Tienda de materiales para la construcción
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Empresa Soguez,"Conkal, 97345 Conkal, Yuc., México",+52 999 912 4343,21.074987,-89.5273137,empresasoguez.com,NULL,9 reseñas,"4,6",Oficinas de empresa
GUMA Producciones SA de CV,"38a # 99 x 11 y 11a, Fraccionamiento del Norte, 97120 Mérida, Yuc., México",+52 999 944 0730,21.0084642,-89.6212147,gumaproducciones.com.mx,NULL,2 reseñas,"5,0",Agencia de publicidad
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alanis Leal Mec Auto Esp,"Zócalo 6053, Loma Bonita, 64250 Monterrey, N.L., México",+52 81 8373 0221,NULL,NULL,NULL,NULL,8 reseñas,"4,4",Taller de automóviles
"JAC SERVICIOS, S. A. DE C. V","Cuernavaca 504, Buenos Aires, 64830 Monterrey, N.L., México",+52 528 358 4057,NULL,NULL,jacser.com.mx,NULL,,,Servicio de reparación de ordenadores
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Grupo Seire, S.A de C.V","Calle 1, No. 310, Nave 16, Conjunto Industrial Palmares Parque Industrial, Jurica, 76100 Santiago de Querétaro, Qro., México",+52 442 192 1700,NULL,NULL,gruposeire.com,NULL,15 reseñas,"4,4",Tienda de repuestos para automóviles
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Primera Opción,"Jovas 5, El Caracol, Coyoacán, 04739 Ciudad de México, CDMX, México",+52 55 6630 2991,19.3039663,-99.1601442,primeraopcion.com.mx,NULL,2 reseñas,"5,0",Agencia de publicidad
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fratelli Pasini SA de CV,"Villa de Juarez, 22776 Ensenada, B.C., México",+52 646 155 3189,NULL,NULL,vinospasini.com,NULL,10 reseñas,"4,9",NULL
Distribuidora Avicola Yack S.A. de C.V.,"Privada 3 Oriente, C. la Purisima 905, 75700 Tehuacán, Pue., México",+52 238 383 9833,18.4550493,-97.3839524,grupoyack.com,NULL,7 reseñas,"3,9",Pollería
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Refaccionaria Zapotlán S.A. de C.V.,"Blvd. Lic. Anacleto Glez F. Sur 1180, Centro, 47600 Tepatitlán de Morelos, Jal., México",+52 378 781 3191,NULL,NULL,dieselmexico.com.mx,NULL,47 reseñas,"4,5",Proveedor de complementos para camiones
Beyen S.A de C.V. Bodega Matriz,"Valencia 55, Españita, 47630 Tepatitlán de Morelos, Jal., México",+52 378 781 8500,NULL,NULL,beyen.mx,NULL,58 reseñas,"4,5",Comercio
planta de mezcla hidalsin construcciones,"43846 Zempoala, Hgo., México",NULL,19.9464969,-98.7354745,NULL,NULL,18 reseñas,"3,7",NULL
Edificaciones Totem,"Canarios 11 Manzana 2, Parque de Poblamiento 2a. Secc, San Antonio el Desmonte, 42083 Pachuca de Soto, Hgo., México",+52 771 710 5063,20.1184751,-98.7674987,NULL,NULL,,,Empresa constructora
Proveedora Agropecuaria de Michoacán,"Del Trabajo 191, Centro histórico de Morelia, 58000 Morelia, Mich., México",+52 443 313 8020,NULL,NULL,NULL,NULL,,,Cerrado permanentemente
Recycling System Morelia,"Artilleros de 1847 1276, Chapultepec Oriente, 58260 Morelia, Mich., México",+52 443 340 0294,NULL,NULL,recyclingmorelia.com.mx,NULL,13 reseñas,"4,0",Servicio de reparación de impresoras
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Innardi,"Cutzi 15, Vista Bella, 58090 Morelia, Mich., México",+52 443 357 0640,NULL,NULL,NULL,NULL,14 reseñas,"4,1",Universidad
Emaja Perforaciones,"Hacienda Grande 702, Jardines de la Hacienda, 76180 Santiago de Querétaro, Qro., México",+52 442 223 5047,NULL,NULL,business.site,NULL,1 reseña,"5,0",Contratista de perforación de pozos
Ysonut del Valle,"Félix Cuevas 621-Local 2B, Col del Valle Sur, Benito Juárez, 03100 Ciudad de México, CDMX, México",+52 55 4737 7780,19.3715834,-99.1699389,ysonut.com.mx,NULL,59 reseñas,"4,5",Nutricionista
GPSafe,"General Lázaro Cárdenas 406, zona dos extendida, Estrella, 76030 Santiago de Querétaro, Qro., México",+52 442 214 5858,NULL,NULL,gpsafe.us,NULL,9 reseñas,"5,0",Proveedor de sistemas de seguridad
Zapatería Castamar,"C. Damián Carmona 55, Centro, 76000 Santiago de Querétaro, Qro., México",+52 442 128 0906,NULL,NULL,NULL,NULL,21 reseñas,"4,7",Zapatería
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Equipos Y Barrenaciones De San Luis, S.A. De C.V.","C. Ramón López Velarde 108, Francisco Sarabia, 78437 Soledad de Graciano Sánchez, S.L.P., México",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Proveedora del Hogar,"86690, Centro, 86690 Cunduacán, Tab., México",+52 914 336 0434,18.0654163,-93.1771739,facebook.com,NULL,5 reseñas,"4,0",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hotel Villa Del Rey,"Profr Hilario Menindez, Centro, 43000 Centro, Hgo., México",+52 789 896 0095,21.1424085,-98.4209251,NULL,NULL,295 reseñas,"3,8",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alta Tecnologia En Servicios Y Mantenimiento,"San Jerónimo 128, Delegación Santa María Totoltepec, 50200 Toluca de Lerdo, Méx., México",NULL,19.2894244,-99.5939069,NULL,NULL,2 reseñas,"3,5",Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
La Bodega Herlomex,"Blvrd Gral Rodolfo Sánchez Taboada 110-10, Defensores de Baja California, 22000 Tijuana, B.C., México",+52 664 634 3933,NULL,NULL,NULL,NULL,42 reseñas,"3,9",Cerrado permanentemente
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Grupo Radio Zamora S.A. de C.V.,"28 SN, Centro, 59600 Zamora de Hidalgo, Mich., México",+52 351 515 5850,NULL,NULL,NULL,NULL,,,Emisora de radio
"Dr. Ramón Cuenca Godínez, Otorrinolaringólogo","Cristóbal Colón Oriente 288, Centro, 59600 Zamora de Hidalgo, Mich., México",+52 443 530 0287,NULL,NULL,doctoralia.com.mx,NULL,4 reseñas,"3,8",Otorrinolaringólogo
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Embutidos De Luna, S.A. De C.V.","Industria 23, Reyes Acozac, 55755 Los Reyes Acozac, Méx., México",+52 596 924 4081,19.7709983,-98.9847452,embutidosdeluna.com,NULL,29 reseñas,"4,3",Envasador de carnes
Esloventanas,"Carretera a, 45220 Nextipac, Jal., México",+52 33 3612 1903,NULL,NULL,esloventanas.com,NULL,5 reseñas,"4,6",Fábrica
Microser,"Avenida Hermosillo 211, Mitras Centro, 64460 Monterrey, N.L., México",+52 81 8675 6601,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Perforaciones y Construcciones Laramie, S.A. DE C.V.","José María Liceaga 132, Residencial Celaya, Código Postal 38060 Celaya, Gto., México",NULL,NULL,NULL,NULL,NULL,2 reseñas,"5,0",Contratista de perforación de pozos
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Constructora E Inmob Serra,"Calz. de los Misterios 816, Tepeyac Insurgentes, Gustavo A. Madero, 07000 Ciudad de México, CDMX, México",+52 55 5748 2811,19.4834459,-99.1194464,NULL,NULL,,,Agencia inmobiliaria
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Panaderia El Trigal Sa De Cv,"Francisco Juárez 525, U.H. de Tierras Negras, 38000 Celaya, Gto., México",+52 461 614 7410,NULL,NULL,panaderiaeltrigal.com,NULL,60 reseñas,"4,2",Panadería
Bicimotos Del Centro Sa De Cv,"Regina 147, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, México",NULL,19.4269617,-99.1292778,NULL,NULL,27 reseñas,"3,9",Tienda de bicicletas
Envases De Papel NAVA,"Verano, Capulin Soledad, 53720 Naucalpan de Juárez, Méx., México",+52 55 6055 5491,19.4496798,-99.2516966,NULL,NULL,2 reseñas,"3,0",Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tecnología en Lámina Plástica S.A. de C.V.,"Calle Av. del Río #2, Alce Blanco, 53370 Naucalpan de Juárez, Méx., México",+52 55 7098 5929,19.4726031,-99.2237107,tlp.com.mx,NULL,4 reseñas,"4,8",Empresa de fabricación de plástico
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Muebles Florence Art S.A. de C.V.,"Calle Zacahuitzco, María 17, Carmen, Benito Juárez, 03540 Ciudad de México, CDMX, México",+52 55 5539 7231,19.3758629,-99.1398693,florence-art.com.mx,NULL,17 reseñas,"4,4",Tienda de muebles
"Sateña, S.A. de C.V.","C. Avena 445, Granjas México, Iztacalco, 08400 Ciudad de México, CDMX, México",+52 55 5657 7713,19.401896,-99.1002384,satena.com.mx,NULL,4 reseñas,"4,8",Empresa de suministros industriales
SFIDA INVERSIONES S.A.,"2VQQ+8XH, 6 de Octubre, Oruro, Bolivia",NULL,-17.9616907,-67.1100004,NULL,NULL,1 reseña,"5,0",Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Escowill Envases PET Occidente,"C. Francisco Villa 34, Francisco Sarabia, 45236 Zapopan, Jal., México",+52 33 3631 3448,NULL,NULL,escowill.com,NULL,27 reseñas,"4,3",Empresa de fabricación de plástico
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Blancos Junior Ermita,"Ermita Iztapalapa 805, Santa Isabel Industrial, Iztapalapa, 09820 Ciudad de México, CDMX, México",+52 55 2458 2105,19.3560223,-99.1066406,blancosjunior.com.mx,NULL,5 reseñas,"4,8",Comercio
icasas México - Lifull Connect,"Colima 220-Oficina 301, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",+52 55 6801 3369,19.4191377,-99.1621563,icasas.mx,NULL,8 reseñas,"3,9",Servicio de marketing por Internet
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cia Bonetera Y Textilera Sa De Cv,"Emiliano Zapata 59, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, México",+52 55 5522 9909,19.4328629,-99.1263214,NULL,NULL,,,Cerrado permanentemente
"Industrias De Polietileno Elvy, S.A. De C.V.","Fray Servando Teresa de Mier 438, La Merced, Merced Balbuena, Venustiano Carranza, 15810 Ciudad de México, CDMX, México",+52 55 5768 1137,19.4228035,-99.1232453,NULL,NULL,4 reseñas,"2,5",Fábrica de bolsas de plástico
Dasa Textil,"Calz. San Antonio Abad 8, Tránsito, Cuauhtémoc, 06860 Ciudad de México, CDMX, México",+52 55 5522 9786,19.4081292,-99.1354294,NULL,NULL,,,Tienda de ropa de mujer
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Latinoamericana de Pinturas,"Centro, Av. Adolfo Lopez Mateos 171, Las Acacias, 52900 Cd López Mateos, Méx., México",+52 55 5822 0582,19.6225738,-99.2051729,NULL,NULL,5 reseñas,"4,2",Tienda de pinturas
"SCREW & MECH DE MEXICO, S.A. DE C.V.","C. Nayarit # 308, Hab Jacarandas, 54050 Ciudad de México, Méx., México",+52 55 5361 0723,19.5365667,-99.2328264,screwmech.mx,NULL,4 reseñas,"5,0",Distribuidor de equipos de telecomunicación
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
De La Concha y Asociados S.A. de C.V.,"Convento de Actopan #110-A Col, Jardines de Santa Mónica, 54050 Tlalnepantla de Baz, Méx., México",+52 55 5361 1044,19.5360991,-99.2235912,delaconcha.net,NULL,1 reseña,"5,0",Consultora informática
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Integra Equipo Eléctrico S.A.,"Ahuizotla 8 Col. Santiago Ahuizotla, Alce Blanco, 53378 Naucalpan de Juárez, Méx., México",+52 55 5220 0986,19.4660808,-99.2127661,NULL,NULL,2 reseñas,"5,0",Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ars veterinaria,"C. 26 de Marzo 5, Manuel Avila Camacho, 53910 Naucalpan de Juárez, Méx., México",NULL,19.4369644,-99.2295686,NULL,NULL,,,Médico
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tecmir,"P.º de Lomas Verdes 145, Lomas Verdes 4ta Secc, 53125 Naucalpan de Juárez, Méx., México",+52 55 5395 0600,19.5155608,-99.2631208,tecmir.com.mx,NULL,8 reseñas,"3,9",Comercio
NAIB GROUP FAIR DIVISION MEXICO,"C. Benito Juárez 41, Urbana Ixhuatepec, 55349 Ecatepec de Morelos, Méx., México",+52 55 5769 7415,19.5217945,-99.0876764,naibgroup.com.mx,NULL,,,Asesor en comercio internacional
TecnoLancer,"Cl. Carril, San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, México",+52 55 2685 4727,19.340266,-99.0845658,NULL,NULL,,,Consultora informática
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Corporación Dynasty,"Priv. Sur 125-A 167, Los Cipreses, Iztapalapa, 09810 Ciudad de México, CDMX, México",+52 55 5670 7128,19.3505126,-99.1087012,NULL,NULL,2 reseñas,"3,0",Servicios de empresa a empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Digital Pixel Studio,"Culiacan 123, código 2, Hipódromo, Cuauhtémoc, 06170 Ciudad de México, CDMX, México",+52 55 6931 8217,19.4026447,-99.1701196,digitalpixel.studio,NULL,2 reseñas,"5,0",Agencia de marketing
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pay Human Link,"Alexander Von Humboldt 43 A-Piso 1, Lomas Verdes 3ra Secc, 53125 Naucalpan de Juárez, Méx., México",+52 55 5254 5093,19.5140782,-99.2606127,payhuman.com,NULL,18 reseñas,"4,6",Consultoría de recursos humanos
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ambit Technology,"Lago Estefanía 31-Piso 4, Granada, Miguel Hidalgo, 11520 Ciudad de México, CDMX, México",+52 55 1054 1023,19.4390066,-99.1891685,ambit.com.mx,NULL,35 reseñas,"4,2",Empresa de software
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Industrias Makech,"C. Palenque 11, Piedad Narvarte, Benito Juárez, 03020 Ciudad de México, CDMX, México",+52 55 5440 4278,19.4034088,-99.151172,imakech.com.mx,NULL,36 reseñas,"4,6",Tienda de equipos de baños
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Casa Lux Equipo y Mobiliario, S.A. de C.V.","Calle 8 Bodega 6 E, Alce Blanco, 53370 Naucalpan de Juárez, Méx., México",+52 55 5576 6646,19.4815163,-99.2275151,casalux.com.mx,NULL,16 reseñas,"4,4",Tienda de artículos de cocina
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Servicios Y Productos Siderurgicos,"Lic. Juan Fernández Albarrán 16, San Pablo Xalpa, 54090 Tlalnepantla de Baz, Méx., México",+52 55 1083 3311,19.5185086,-99.1663102,metalmexico.net,NULL,5 reseñas,"2,2",Distribuidor de acero
"Audio Iluminacion Profesional, S. A. De C. V.","Bolívar 62, Cuauhtémoc, Centro, 06080 Ciudad de México, CDMX, México",+52 55 5521 9042,19.4183109,-99.1406743,holocaustomusic.com,NULL,5 reseñas,"1,6",Cerrado permanentemente
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Iturri,"Av. Miguel Hidalgo Ote. 225, Centro, 50000 Toluca de Lerdo, Méx., México",+52 722 318 3650,19.2902176,-99.6571874,NULL,NULL,5 reseñas,"3,8",Zapatería
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F&P Administración Y Edificación De Proyectos S.A. De C.V.,"San José García Rafael Antonio, Joaquin Garcia Icazbalceta 27, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, México",+52 55 3093 7440,19.440996,-99.1609749,fypproyectos.com.mx,NULL,,,Empresa constructora
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Calzados Sagardi Sa De Cv,"Av 2 900, Centro, 94500 Córdoba, Ver., México",NULL,18.892492,-96.9315731,NULL,NULL,,,Zapatería
"Distribuidora Industrial Virgo, S.A. De C.V.","C. Sor Juana Ines de la Cruz No 223, Agricultura, Miguel Hidalgo, 11360 Ciudad de México, CDMX, México",+52 55 5341 3646,19.4469314,-99.1655623,ueniweb.com,NULL,1 reseña,"5,0",Proveedor de materiales de construcción
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Manufactúra de Discos Compactos S.A. de C.V.,"Lago Chiem 8, San Juanico, Miguel Hidalgo, 11320 Ciudad de México, CDMX, México",NULL,19.4525292,-99.1900615,NULL,NULL,8 reseñas,"4,4",Cerrado permanentemente
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jarp Impresores S.A. de C.V.,"Geranio 136, Atlampa, Cuauhtémoc, 06450 Ciudad de México, CDMX, México",+52 55 5541 3623,19.4569866,-99.1506745,NULL,NULL,3 reseñas,"4,3",Imprenta comercial
Triplay Valle S.A. de C.V.,"Mapimí 45, Valle Gómez, Cuauhtémoc, 06240 Ciudad de México, CDMX, México",+52 55 5759 5645,19.4589855,-99.1251517,tableros.com.mx,NULL,1 reseña,"5,0",Establecimiento de venta de madera
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Refrigeración y Congelación, SA de CV","Naranjo, Atlampa, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",+52 55 5547 4124,19.4589806,-99.1570801,reycosa.com.mx,NULL,8 reseñas,"4,0",Almacén
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Audioequilibrium S. de RL de CV,"C. Querétaro # 144-Consultorio 16, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",+52 55 5553 9577,19.4145406,-99.1611183,audioequilibrium.com.mx,NULL,18 reseñas,"5,0",Audiólogo
Willich Mexicana S.A. De C.V.,"Calz San Simon 167, San Simón Tolnahuac, Cuauhtémoc, 06920 Ciudad de México, CDMX, México",NULL,19.4589366,-99.1452299,NULL,NULL,,,Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Corporación Incoleg,"Estocolmo 110, Valle Dorado, 54020 Tlalnepantla de Baz, Méx., México",+52 55 5378 5577,19.5496306,-99.2153346,incoleg.net,NULL,5 reseñas,"4,8",Contratista de telecomunicaciones
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Comision Nacional de Vivienda Conavi,"Av. H. Escuela Naval Militar, Coapa, Presidentes Ejidales 1ra Secc, Coyoacán, 04470 Ciudad de México, CDMX, México",+52 800 288 0436,19.3250905,-99.1248345,gob.mx,NULL,29 reseñas,"4,0",Oficina de la Administración
"88 Bag, S.A. de C.V.","San andres atoto #11 San Esteban Naucalpan de Juarez, 53550 Estado De Mexico, Méx., México",+52 55 5761 1621,19.463922,-99.231167,88bag.com.mx,NULL,7 reseñas,"4,7",Fábrica
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cd. de México,NULL,NULL,19.2464696,-99.1013498,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ingeniería en Comunicaciones y Construcciones S.A. de C.V.,"Av. Rio Consulado 518, Tlatilco, Azcapotzalco, 02860 Ciudad de México, CDMX, México",+52 55 5547 5069,19.4605306,-99.161938,iccsa.com.mx,NULL,,,Empresa constructora
Técnicos En Transmisiones Electromecánicas S.A. de C.V.,NULL,+52 55 5352 0191,19.4751604,-99.1950515,ttemsa.com,NULL,19 reseñas,"4,4",Asesor en ingeniería
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Integra Ingenieria y Diseño S.A. de C.V.,"Mar Mediterráneo 176, Popotla, Miguel Hidalgo, 11400 Ciudad de México, CDMX, México",+52 55 5341 1052,19.4567885,-99.1784215,integraid.com,NULL,2 reseñas,"4,5",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
COMERCIAL EMISA,"Av. Cuitláhuac 70, Popotla, Miguel Hidalgo, 11400 Ciudad de México, CDMX, México",+52 55 5341 9066,19.4586839,-99.1794144,emisa.com.mx,NULL,16 reseñas,"3,9",Distribuidor de motores diésel
Bufete De Ingenieria Y Diseño Industrial,"Mar Rojo 30, Popotla, Miguel Hidalgo, 11400 Ciudad de México, CDMX, México",+52 55 5386 3096,19.4532588,-99.1812383,NULL,NULL,16 reseñas,"4,6",Asesor en ingeniería
Saisystems,"Calvario 131, Tlalpan Centro I, Tlalpan, 14000 Ciudad de México, CDMX, México",+52 55 5523 9914,19.2884347,-99.1734774,oasys.com.mx,NULL,1 reseña,"5,0",Oficinas de empresa
Nano Tecnología México SA de CV,"Av. México, Sta Cruz Atoyac, Benito Juárez, 03310 Ciudad de México, CDMX, México",+52 55 5604 7906,19.3551273,-99.1680997,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PLASTICOS Y PELLETIZADOS,"Santo Domingo 205, San Francisco Tetecala, Azcapotzalco, 02730 Ciudad de México, CDMX, México",NULL,19.4795004,-99.1941201,NULL,NULL,1 reseña,"3,0",Fábrica
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MAYA INTERNATIONAL TOOLS S.A DE C.V,"Burgos 24, San Rafael, Azcapotzalco, 02010 Ciudad de México, CDMX, México",+52 55 5347 4301,19.4872997,-99.1876144,mitsatools.com,NULL,8 reseñas,"5,0",Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
